timestamp,src_mac,dst_mac,eth_type,protocol,src_ip,dst_ip,src_port,dst_port,pkt_size,ttl,iat,flow_duration,pkts_per_flow,bytes_per_flow,flow_table_util,new_flow_rate,port_entropy,flow_pkt_ratio,burst_score,entropy_delta,spoofing_conf,label
1778820232.690877,00:1B:21:1F:8A:05,c1:bb:27:80:c0:72,2048,6,172.31.246.228,36.225.84.59,56082,8080,64,64,0.057071,1.48472,71,4544,0.308431,0.1,1.468693,0.002091,0.673528,0.627247,0.021271,0
1778820285.2630014,00:1B:21:1F:8A:05,00:0C:29:3B:5C:02,2048,17,10.0.2.169,47.226.12.178,54799,53,64,64,0.128137,0.171166,3,192,0.010974,10.160944,1.439432,0.579735,100.0,0.542154,0.01,0
1778820708.930686,c8:a8:3d:c3:4d:18,00:1A:2B:3C:4D:01,2048,6,22.214.180.244,10.0.1.1,46665,3428,512,64,1.298398,2.11804,14,7168,0.206477,26.238637,0.443521,3.969606,12.38817,0.686845,0.1058,1
1778820245.65658,53:d1:5c:2f:c0:8a,00:25:9C:0E:9B:06,2048,6,10.0.1.98,10.0.3.18,19455,268,128,64,0.010045,0.221037,2,256,0.123207,24.017085,3.842903,2.65433,100.0,0.216202,0.386889,0
1778821113.6389227,b5:6d:9c:8b:24:e9,00:1B:21:1F:8A:05,2048,6,179.42.42.184,37.147.72.72,63482,443,128,128,0.554556,1.428831,11,1408,0.26406,8.522145,1.607659,1.106973,59.644198,0.337232,0.042602,0
1778820743.9821084,db:ec:84:b8:11:15,00:1B:21:1F:8A:05,2048,6,192.168.226.141,172.16.0.1,45773,12330,512,128,0.065157,0.376777,5,2560,0.328356,7.271552,4.975358,0.54795,19.299364,0.666747,0.228812,1
1778821500.7247596,1c:0b:a5:6c:0b:91,08:00:27:4A:6B:03,2048,6,192.168.58.201,145.117.175.15,50187,25,64,64,0.127243,1.867386,39,2496,0.243307,4.46915,0.577348,0.21399,23.932654,0.130606,0.057999,0
1778820424.6300437,08:00:27:4A:6B:03,00:0C:29:3B:5C:02,2048,6,10.0.4.193,81.4.220.9,7800,590,64,64,0.032295,3.71812,1,64,0.158686,26.668318,3.035006,50.0,71.725283,0.392169,0.503563,0
1778820584.8485985,00:25:9C:0E:9B:06,00:50:56:4d:d6:04,2048,6,10.0.1.35,184.106.133.217,55813,554,1500,64,0.007673,60.821362,205,307500,0.531175,3.917288,0.620721,1.162218,0.644064,0.94622,0.035219,0
1778820705.8970737,c4:30:cb:90:23:f0,00:1B:21:1F:8A:05,2048,6,165.192.238.15,10.0.3.1,15869,58903,64,32,0.025275,1.385899,3,192,0.612961,47.32649,4.295389,21.863252,34.148574,0.757972,0.111734,1
1778820710.8382547,00:1B:21:1F:8A:05,00:1A:2B:3C:4D:01,2048,17,38.44.156.220,10.0.1.1,61880,80,64,255,0.011905,0.255283,1,64,0.962018,90.191425,3.550543,23.024317,353.300084,1.218207,0.065042,1
1778820306.3614838,00:25:9C:0E:9B:06,00:25:9C:0E:9B:06,2048,6,192.168.16.171,108.165.32.103,59612,21,256,64,0.113475,1.164159,20,5120,0.144244,0.1,1.511319,0.005821,0.858989,0.493252,0.032127,0
1778820715.0686278,00:1B:21:dd:a1:5c,00:50:56:2D:7E:04,2048,6,10.84.150.180,10.0.2.1,1041,443,256,128,0.228632,1.697048,30,7680,0.176152,14.286404,2.566145,0.808157,8.418387,1.246542,0.208224,1
1778820716.733145,d0:b8:a0:ad:b1:63,00:50:56:2D:7E:04,2048,6,10.147.223.113,10.0.2.1,57326,21,128,128,1.035194,2.003123,20,2560,0.392061,0.1,0.820059,0.010016,0.049922,1.0614,0.1296,1
1778820711.3740585,00:50:56:2D:7E:04,00:0C:29:3B:5C:02,2048,6,172.25.134.14,10.0.1.1,7114,58408,128,64,0.028542,1.590107,11,1408,0.158525,14.379895,3.009178,2.078689,9.043349,1.183397,0.669308,1
1778820704.4353623,00:50:56:2D:7E:04,00:25:9C:0E:9B:06,2048,6,61.150.123.234,192.168.1.1,29535,110,256,32,0.028182,0.341542,2,512,0.95084,53.61138,3.946406,9.155258,156.968818,0.797516,0.183749,1
1778820742.3698235,b7:6b:31:72:7b:1d,08:00:27:4A:6B:03,2048,6,10.224.30.222,172.16.0.1,1403,6742,128,128,0.612393,1.375733,30,3840,0.355399,10.280977,1.518267,0.471463,7.473089,0.219634,0.069183,1
1778820714.684629,00:0C:29:8c:f4:92,00:25:9C:0E:9B:06,2048,6,10.203.143.14,10.0.3.1,5588,3141,128,32,2.147499,2.091142,13,1664,0.382449,2.548001,1.498692,0.409864,1.218473,0.853008,0.348139,1
1778821478.47656,00:1B:21:1F:8A:05,06:1e:4f:bc:37:57,2048,6,101.23.85.193,172.25.35.218,63867,235,64,64,0.009594,0.038175,1,64,0.692194,28.293995,3.939343,1.080137,100.0,0.376511,0.252184,0
1778821189.090827,00:25:9C:0E:9B:06,7d:3c:0a:ba:6c:71,2048,6,10.0.2.160,192.168.139.42,56956,22,512,32,0.17051,0.924298,13,6656,0.495948,0.1,0.531613,0.00711,1.0,0.950635,0.117071,0
1778820729.8513737,00:50:56:2D:7E:04,00:1B:21:1F:8A:05,2048,6,121.64.182.162,192.168.1.1,39159,80,256,128,0.014251,2.152019,16,4096,0.33726,24.631193,2.59799,3.312925,11.44562,1.006362,0.120401,1
1778820565.3662124,00:0C:29:9b:82:4e,00:0C:29:3B:5C:02,2048,17,192.168.86.115,10.26.176.233,49728,53,64,128,0.222021,0.101962,2,128,0.234789,3.903567,2.502224,0.199008,39.035671,0.744623,0.023483,0
1778820898.2086756,00:25:9C:0E:9B:06,00:1A:2B:3C:4D:01,2048,6,10.0.2.215,83.201.231.215,59129,25,512,32,0.053327,2.170029,9,4608,0.166899,3.391685,0.969519,0.817784,15.629676,0.688766,0.035181,0
1778821305.4678674,08:00:27:4A:6B:03,61:ff:5a:35:f4:f8,2048,6,172.16.141.182,223.194.147.111,52898,443,1500,128,0.007315,5.677046,211,316500,0.638397,2.83319,1.381085,0.076228,4.990606,0.004035,0.02251,0
1778820705.9725797,2e:9f:e4:3c:d7:2b,00:0C:29:3B:5C:02,2048,6,144.211.23.112,10.0.1.1,43141,16049,64,128,1.567393,1.187075,51,3264,0.20688,16.530502,0.1,0.384764,13.925403,1.280131,0.235551,1
1778821071.3435075,08:00:27:4A:6B:03,00:1B:21:1F:8A:05,2048,6,32.120.128.245,10.0.1.93,57049,8443,1500,64,0.131417,1.414187,36,54000,0.299134,0.1,0.448003,0.003928,0.70712,0.696787,0.032172,0
1778821628.0872293,00:25:9C:0E:9B:06,00:25:9C:0E:9B:06,2048,6,219.3.18.104,70.115.150.210,65258,443,1024,128,0.385171,1.895592,27,27648,0.130327,17.286152,0.384433,1.213611,91.191301,0.64944,0.076093,0
1778821599.6620727,3f:cf:83:41:b7:cb,ec:78:0a:b5:56:af,2048,17,200.208.178.102,192.168.9.254,58639,53,128,64,0.605358,0.390076,4,512,0.078675,13.461947,1.015806,1.312795,100.0,0.524626,0.01,0
1778820277.1676545,00:1B:21:1F:8A:05,00:25:9C:0E:9B:06,2048,6,151.99.172.174,192.168.5.173,62627,80,64,64,0.38559,1.351037,52,3328,0.249214,14.096588,0.941312,0.36625,100.0,0.541176,0.030202,0
1778820524.4704995,08:00:27:02:91:90,00:1B:21:1F:8A:05,2048,6,81.124.29.68,192.168.12.41,25162,539,64,64,0.00022,1.441648,1,64,0.428845,9.600144,4.702213,13.840032,66.591447,0.5602,0.283705,0
1778820708.6446877,8d:77:67:06:bf:6e,00:0C:29:3B:5C:02,2048,6,172.23.206.33,172.16.0.1,57369,813,128,128,0.008152,0.404558,10,1280,0.214751,36.544096,1.728949,1.478419,90.331002,0.661532,0.632937,1
1778820518.9979408,08:00:27:fe:ba:b6,23:2f:f3:ce:1b:42,2048,6,10.0.2.128,172.23.65.126,56054,80,128,32,0.076838,2.308209,21,2688,0.330731,0.1,0.705962,0.010991,0.433236,0.964234,0.087111,0
1778820699.968192,04:cb:36:0b:b2:0a,08:00:27:4A:6B:03,2048,6,10.35.70.221,192.168.1.1,18210,25,128,32,0.492932,2.193691,35,4480,0.049699,2.428448,1.876262,0.152208,1.107015,0.499798,0.08688,1
1778820445.3139477,00:50:56:2D:7E:04,00:1A:2B:3C:4D:01,2048,6,10.0.1.136,15.199.158.254,50547,80,512,32,0.235353,2.438554,27,13824,0.065281,8.214756,0.725065,0.741931,33.687001,0.254881,0.071556,0
1778820455.4209275,08:00:27:4A:6B:03,00:25:9C:0E:9B:06,2048,6,107.231.50.150,192.168.127.14,51170,25,512,32,0.065305,1.746311,13,6656,0.270342,0.1,0.559821,0.013433,0.572636,0.13048,0.026107,0
1778821602.3102086,00:1A:2B:3C:4D:01,00:50:56:2D:7E:04,2048,6,10.40.140.153,172.17.137.98,54865,8080,1500,64,0.01057,10.52774,123,184500,0.678764,9.888295,1.066012,0.846353,9.392609,0.135853,0.121499,0
1778821089.7849317,00:1B:21:1F:8A:05,00:50:56:2D:7E:04,2048,6,10.7.226.109,10.0.3.52,61401,8443,1500,128,0.277887,1.176071,45,67500,0.317323,13.765637,0.679658,0.359764,100.0,0.277699,0.025607,0
1778821577.0865278,00:1B:21:1F:8A:05,00:1B:21:1F:8A:05,2048,6,121.178.61.60,10.0.2.173,64629,8080,1500,64,0.016681,21.160818,101,151500,0.442221,1.784573,1.439014,0.373891,0.843338,1.23934,0.01,0
1778820723.8954673,45:a2:43:b3:fc:21,00:50:56:2D:7E:04,2048,17,54.14.223.152,10.0.2.1,5258,443,128,255,0.023182,2.072098,11,1408,0.273028,68.951607,3.743756,12.988592,33.276224,1.048779,0.546418,1
1778820625.1097376,00:1B:21:1F:8A:05,75:62:9d:f3:ac:06,2048,6,148.35.247.141,10.0.4.50,50301,8080,256,128,0.046131,1.690261,28,7168,0.392377,0.1,0.725759,0.006037,0.591625,0.62785,0.01,0
1778821406.8504553,f8:b5:11:16:c7:d3,00:50:56:2D:7E:04,2048,17,28.5.84.233,10.0.4.78,52092,53,64,128,0.070967,0.244152,3,192,0.240992,7.442637,0.22226,0.605711,74.426372,0.307836,0.094297,0
1778820390.119713,00:50:56:72:70:7d,6e:4a:06:97:7c:0a,2048,6,113.212.98.106,10.0.4.161,57720,21,256,64,0.170492,2.420614,17,4352,0.227942,0.1,0.446035,0.014239,0.413118,1.102343,0.042702,0
1778820697.2712216,00:1B:21:d6:54:23,00:25:9C:0E:9B:06,2048,6,10.68.23.222,10.0.1.1,22222,8080,64,64,0.001901,0.221377,14,896,0.461497,23.705346,1.355733,0.374845,107.08115,0.932918,0.102462,1
1778820522.5568602,00:25:9C:0E:9B:06,00:1B:21:1F:8A:05,2048,6,10.0.4.149,37.116.0.74,9983,445,64,64,0.164002,0.526183,1,64,0.01,21.205999,2.892592,11.158246,100.0,0.70878,0.506204,0
1778820459.3923376,00:50:56:2D:7E:04,00:1A:2B:3C:4D:01,2048,6,10.164.244.141,10.0.1.205,53478,22,128,32,0.305133,1.993425,42,5376,0.331244,6.878407,0.801604,0.326466,34.505479,0.658594,0.028118,0
1778820711.219354,00:0C:29:a6:16:93,00:1A:2B:3C:4D:01,2048,6,172.17.236.13,10.0.3.1,11603,443,64,64,0.098728,2.067788,12,768,0.206633,0.1,1.601453,0.017232,0.048361,0.675946,0.212295,1
1778820834.4569278,f2:f7:fc:c5:34:56,00:50:56:2D:7E:04,2048,6,10.0.3.178,10.3.30.206,49791,80,256,32,0.205583,1.999728,25,6400,0.193143,1.001369,0.86015,0.080099,5.007527,0.249911,0.053122,0
1778820475.1017218,00:1A:2B:a5:ae:f6,00:0C:29:3B:5C:02,2048,6,189.93.51.73,135.196.197.151,53872,25,512,128,0.177707,1.794621,23,11776,0.268902,5.017148,0.80443,0.391473,27.956584,0.319144,0.013638,0
1778820529.733069,00:1A:2B:3C:4D:01,00:50:56:2D:7E:04,2048,6,10.0.4.155,10.131.201.155,51493,8080,128,64,0.018854,0.986489,8,1024,0.267492,0.1,0.906639,0.012331,1.0,0.670228,0.028396,0
1778821519.4242954,00:0C:29:3B:5C:02,3a:a6:07:09:04:32,2048,6,146.198.106.174,192.168.107.45,63123,443,256,128,0.126503,1.271594,24,6144,0.43072,5.94259,0.948307,0.314857,46.733399,0.025485,0.073971,0
1778820725.6770627,00:25:9C:0E:9B:06,00:0C:29:3B:5C:02,2048,6,10.142.68.191,10.0.2.1,39092,26896,128,128,0.142266,0.885421,6,768,0.505194,14.504836,4.447986,2.140481,16.381852,1.204911,0.767069,1
1778820955.2060401,00:50:56:2D:7E:04,00:25:9C:0E:9B:06,2048,6,10.0.3.216,172.24.95.223,56587,8443,64,64,0.14077,1.418039,12,768,0.408068,0.1,1.378392,0.011817,0.705199,0.942459,0.057465,0
1778820557.6613681,00:25:9C:0E:9B:06,00:1A:2B:3C:4D:01,2048,17,10.0.3.225,20.114.176.242,53444,53,512,128,0.01935,0.540698,5,2560,0.387521,13.201192,1.550079,1.427571,100.0,0.830153,0.054584,0
1778822047.5687902,00:0C:29:3B:5C:02,00:1B:21:b5:e5:dd,2048,6,26.23.53.27,192.168.222.96,52262,8443,64,128,0.317287,1.290358,20,1280,0.292241,3.266431,2.205871,0.210743,25.314141,0.053426,0.100584,0
1778820742.404258,00:50:56:2D:7E:04,00:1B:21:1F:8A:05,2048,17,188.170.160.225,192.168.1.1,22113,161,256,128,0.05903,0.422728,2,512,1.0,0.938779,1.764656,0.198424,2.220762,0.527852,0.668998,1
1778820716.272176,00:1B:21:1F:8A:05,00:50:56:2D:7E:04,2048,6,192.123.75.251,10.0.2.1,6292,34277,256,128,0.020578,0.860585,11,2816,0.240007,66.764104,4.599482,5.223292,77.579871,1.087891,0.292294,1
1778820820.04788,bc:96:c4:8d:30:67,00:1B:21:1F:8A:05,2048,6,10.0.2.43,10.0.3.68,62761,53,512,128,0.028534,1.710965,73,37376,0.204899,5.862355,0.360802,0.137401,34.263447,0.096001,0.047122,0
1778820650.7805042,cf:6e:59:36:c6:55,00:0C:29:3B:5C:02,2048,6,126.94.129.246,10.27.226.114,6499,371,128,128,0.084546,1.014584,3,384,0.283411,7.303658,4.00665,2.470059,71.986709,0.380803,0.135306,0
1778820753.292089,f3:c0:c4:b9:28:ab,00:1B:21:1F:8A:05,2048,6,120.78.146.56,172.16.0.1,31395,39491,256,128,1.177825,1.61696,6,1536,0.126137,0.1,0.878646,0.026949,0.061844,1.310242,0.147263,1
1778820222.62672,00:50:56:2D:7E:04,cb:65:48:b3:44:90,2048,17,214.232.90.23,10.0.2.243,52594,53,64,128,0.020784,0.172989,1,64,0.24581,28.372655,1.518453,4.908159,100.0,0.875286,0.016557,0
1778820223.5763962,00:0C:29:3B:5C:02,08:00:27:4A:6B:03,2048,17,205.222.33.31,10.0.2.204,61544,53,512,128,0.047832,0.112263,2,1024,0.167325,0.1,0.477835,0.005613,1.0,0.682911,0.063047,0
1778820730.1314557,00:1B:21:1F:8A:05,00:25:9C:0E:9B:06,2048,6,192.168.25.70,10.0.3.1,15301,8080,64,128,0.888021,1.704375,21,1344,0.117457,6.247255,2.487142,0.507032,3.665423,1.255356,0.08384,1
1778820225.62661,00:0C:29:3B:5C:02,00:50:56:2D:7E:04,2048,6,10.0.2.254,142.4.186.149,49594,443,64,128,0.074722,2.29842,47,3008,0.404232,8.648716,0.771212,0.422944,37.628964,1.105598,0.077465,0
1778820697.9501083,00:25:9C:0E:9B:06,7d:5c:d0:bc:47:6c,2048,6,10.0.4.95,73.219.32.33,15466,127,128,128,0.030345,0.095292,1,128,0.376926,40.979141,4.037238,3.904991,100.0,0.654724,0.586893,0
1778820327.1224642,00:1A:2B:3C:4D:01,60:58:99:5d:15:56,2048,6,10.0.2.114,20.254.86.57,55586,3306,1024,64,0.23679,2.148518,3,3072,0.086727,6.769317,1.090862,4.847999,31.506916,0.548344,0.01,0
1778820716.7713687,11:7e:17:eb:75:61,00:25:9C:0E:9B:06,2048,6,192.168.86.90,192.168.1.1,4952,443,64,128,2.593616,1.32987,20,1280,0.179802,7.791247,1.509272,0.518067,5.858651,0.996439,0.077266,1
1778820276.3152819,a8:e7:50:6e:e5:d9,00:50:56:2D:7E:04,2048,6,10.0.3.156,10.0.1.51,52134,554,1500,64,0.031852,25.313476,352,528000,0.630638,0.987895,0.429953,0.071043,0.390264,0.01338,0.01,0
1778821426.143272,00:0C:29:3B:5C:02,08:00:27:4A:6B:03,2048,6,192.168.210.127,172.24.33.169,58185,231,64,255,0.072346,0.240701,2,128,0.567445,1.11225,2.686072,0.13386,11.122505,0.042724,0.632441,0
1778821119.9493258,00:0C:29:3B:5C:02,00:25:9C:0E:9B:06,2048,6,47.237.163.31,160.121.220.157,52421,8080,512,32,0.128199,2.241461,23,11776,0.496197,0.1,0.856852,0.009745,0.446138,0.216701,0.067331,0
1778820701.653267,92:7b:08:e5:f3:1b,08:00:27:4A:6B:03,2048,6,51.58.148.31,10.0.2.1,40045,22,1024,255,0.01891,1.439635,13,13312,0.604152,3.080772,1.900648,0.341168,2.139968,1.506003,0.501217,1
1778821434.721202,00:1A:2B:3C:4D:01,00:1A:2B:3C:4D:01,2048,6,10.0.1.210,192.168.214.139,56888,80,512,32,0.276654,2.772356,49,25088,0.12396,8.070224,1.029919,0.456603,29.109619,0.949035,0.073529,0
1778820450.9692254,00:50:56:2D:7E:04,00:1A:2B:3C:4D:01,2048,6,78.69.152.136,10.150.192.97,63403,110,512,64,0.162273,1.788804,14,7168,0.497641,0.1,0.567868,0.012777,0.559033,0.489396,0.029746,0
1778820720.9972215,1c:d8:9b:81:15:17,00:1B:21:1F:8A:05,2048,6,172.27.253.188,10.0.2.1,10667,32541,64,64,0.1346,0.546777,11,704,0.489799,18.237011,3.073512,0.906507,33.35367,0.792233,0.351247,1
1778820714.5627112,08:00:27:63:4a:f3,00:25:9C:0E:9B:06,2048,6,172.21.1.86,10.0.1.1,44950,6323,128,128,0.042094,1.806169,9,1152,0.60564,47.880647,3.374128,9.608948,26.509507,0.994082,0.527319,1
1778820703.523985,b4:44:47:b7:16:8b,08:00:27:4A:6B:03,2048,17,192.168.235.51,10.0.1.1,50509,80,512,128,1.468602,2.051605,29,14848,0.334409,0.1,2.006319,0.007074,0.048742,1.03193,0.07053,1
1778820721.6024482,08:00:27:4A:6B:03,00:50:56:2D:7E:04,2048,17,10.129.99.250,192.168.1.1,60429,514,512,128,0.245462,0.951818,10,5120,0.393828,33.587198,2.701352,3.196891,35.287406,0.470944,0.745851,1
1778820773.813723,5d:6f:63:ba:eb:10,08:00:27:4A:6B:03,2048,6,10.0.1.190,79.104.138.224,51691,443,64,64,0.136206,1.580151,38,2432,0.40889,0.1,1.802544,0.004158,0.632851,1.16424,0.017034,0
1778820332.4870818,00:1B:21:1F:8A:05,08:00:27:4A:6B:03,2048,6,192.168.235.161,192.168.171.208,60903,143,256,64,0.09151,1.438704,45,11520,0.348283,9.598042,1.350916,0.306861,66.713104,0.098866,0.051377,0
1778820697.2441485,00:25:9C:0E:9B:06,00:50:56:2D:7E:04,2048,6,131.152.39.145,172.16.0.1,11063,32510,128,128,0.029784,0.343817,13,1664,0.476347,0.1,3.537274,0.002645,0.290852,1.150851,0.716938,1
1778820742.2630877,bf:ce:79:fe:c5:be,00:0C:29:3B:5C:02,2048,6,113.37.53.24,10.0.2.1,37624,52292,128,64,0.015496,0.587814,1,128,0.421919,12.250786,2.090155,7.201182,20.841266,1.44691,0.63572,1
1778820716.1751797,00:25:9C:1a:f0:a3,00:1B:21:1F:8A:05,2048,6,27.163.53.137,172.16.0.1,30929,25,128,128,0.073942,1.594267,2,256,0.756485,28.320811,3.928518,22.575461,17.764163,1.043154,0.702622,1
1778820401.7045288,21:dd:6f:44:a3:f5,00:50:56:2D:7E:04,2048,6,10.181.255.94,154.75.224.60,50388,443,64,64,0.134203,1.360993,49,3136,0.362173,1.349051,1.472304,0.03747,9.912254,0.549129,0.020587,0
1778820937.19513,00:50:56:2D:7E:04,4b:dd:72:2c:7a:07,2048,6,56.127.101.213,10.0.4.192,62409,8080,1500,64,0.00711,82.896143,185,277500,0.449162,7.619014,1.748724,3.413983,0.919104,1.141732,0.058905,0
1778820722.3605895,8a:46:ec:b2:29:8b,00:50:56:2D:7E:04,2048,6,10.0.1.186,192.168.189.55,63609,8080,64,128,0.31464,1.500592,33,2112,0.385108,5.565542,1.908256,0.253079,37.088976,0.955859,0.014922,0
1778820360.8163178,08:00:27:4A:6B:03,f2:5c:c0:0b:6a:5d,2048,6,81.48.115.237,10.0.4.21,49941,8080,128,64,0.143144,1.305983,34,4352,0.324282,0.1,1.039751,0.003841,0.765707,1.021451,0.013722,0
1778821063.2344427,00:50:56:2D:7E:04,01:12:96:e5:85:e9,2048,6,152.83.119.219,218.50.198.219,63730,443,1500,64,0.016857,64.423679,167,250500,0.382781,8.521654,1.512991,3.287403,1.322752,0.547472,0.053246,0
1778820339.7369416,b8:8e:9a:fd:4a:86,00:1A:2B:3C:4D:01,2048,6,50.148.140.8,217.32.240.194,53306,443,256,128,0.218503,1.998225,32,8192,0.449094,2.161107,0.822269,0.134949,10.815137,0.591784,0.056825,0
1778820852.688871,00:1A:2B:41:64:82,82:ad:e5:59:88:86,2048,6,172.24.94.109,10.0.1.7,64825,3306,1024,32,0.209157,1.849087,4,4096,0.339031,3.641446,1.04971,1.683338,19.69321,1.401958,0.065826,0
1778820281.4321327,00:25:9C:0E:9B:06,32:2e:a4:c9:66:90,2048,6,10.0.4.196,10.0.4.104,49932,554,1500,128,0.002203,66.985112,190,285000,0.611137,0.1,1.194886,0.035255,0.014929,0.235909,0.137933,0
1778820700.0937507,a1:72:7c:78:29:ca,00:0C:29:3B:5C:02,2048,6,39.7.190.202,10.0.2.1,26232,61026,256,64,0.04599,1.556005,2,512,0.477999,27.391423,3.51354,21.310591,17.60369,0.869828,0.639943,1
1778820697.8548994,11:83:54:52:4d:84,00:1A:2B:3C:4D:01,2048,17,10.237.121.216,192.168.1.1,13677,53,512,128,0.8312,2.042943,16,8192,0.024093,10.546499,0.1,1.346618,5.162406,0.226976,0.153273,1
1778820706.3870382,08:00:27:36:80:ab,00:1A:2B:3C:4D:01,2048,6,112.218.144.179,172.16.0.1,11219,22,128,128,0.031201,1.75385,3,384,0.896332,0.1,1.553153,0.058462,0.057017,0.87348,0.42227,1
1778820246.1819315,00:0C:29:3B:5C:02,00:0C:29:65:81:d1,2048,6,192.168.62.172,94.5.224.220,60534,554,1500,128,0.00573,97.693369,303,454500,0.410943,4.817242,2.006102,1.553177,0.493098,0.594117,0.021556,0
1778820816.1233745,6e:9b:78:bb:b9:e2,00:1A:2B:3C:4D:01,2048,6,125.42.251.114,10.0.3.105,57433,21,128,32,0.073821,1.739566,24,3072,0.488423,2.458028,1.919998,0.178163,14.13012,0.688726,0.020767,0
1778820719.6119642,5b:e2:dd:2a:bc:40,00:1A:2B:3C:4D:01,2048,6,97.230.214.228,10.0.2.1,7357,2101,256,32,0.166816,2.31018,19,4864,0.270216,3.487815,0.79762,0.424078,1.509759,0.751856,0.157396,1
1778820731.7861505,c3:5c:71:7e:e0:38,00:25:9C:0E:9B:06,2048,6,10.100.102.225,10.0.1.1,54369,58290,256,64,0.054463,1.126278,1,256,0.414048,26.498345,2.401286,29.844503,23.527357,1.155006,0.571897,1
1778820276.909866,00:50:56:2D:7E:04,00:0C:29:3B:5C:02,2048,6,10.0.2.29,10.0.3.57,62338,554,1500,128,0.010039,99.472633,204,306000,0.733299,2.46912,1.655353,1.20397,0.248221,0.147012,0.077477,0
1778821306.745791,00:1A:2B:3C:4D:01,d9:eb:63:c9:97:a2,2048,6,10.0.1.191,192.168.101.183,61233,8443,256,64,0.341818,1.65799,43,11008,0.487569,0.602002,1.577074,0.023212,3.630916,1.050737,0.027039,0
1778820728.5068147,00:1B:21:c1:b7:50,08:00:27:4A:6B:03,2048,17,83.61.191.44,10.0.3.1,63523,80,1500,128,0.202526,1.826109,22,33000,0.226532,0.1,1.705975,0.0083,0.054761,1.480416,0.135518,1
1778820206.85324,00:1B:21:1F:8A:05,4c:bb:c8:72:94:44,2048,6,102.186.5.170,10.0.2.194,55022,22,1024,128,0.29288,2.117866,29,29696,0.417082,10.624827,0.934581,0.77593,50.16762,0.82382,0.056038,0
1778820898.6099744,00:25:9C:0E:9B:06,f1:3e:61:05:82:6b,2048,6,10.200.217.55,10.0.3.110,60744,21,512,64,0.200638,2.149429,66,33792,0.309868,6.432282,0.523397,0.209481,29.925544,0.351665,0.027798,0
1778820826.2313185,53:26:03:c9:14:9b,00:1A:2B:3C:4D:01,2048,6,10.0.2.136,138.36.34.72,62752,143,256,128,0.144673,1.810528,46,11776,0.354137,0.1,0.455239,0.003936,0.552325,1.059086,0.019342,0
1778820578.4607384,61:d9:79:b7:d3:28,15:dc:49:60:c5:07,2048,6,10.0.3.29,10.0.1.249,52046,8080,128,128,0.280614,1.332176,39,4992,0.411427,0.1,1.586328,0.003416,0.750651,0.367196,0.034339,0
1778822030.8069682,1a:1c:6c:ee:ff:7e,22:28:8b:22:5d:b8,2048,6,193.107.252.72,153.221.64.64,53632,1935,1500,64,0.000783,31.263022,177,265500,0.434184,5.797567,0.48863,1.024008,1.854449,0.260284,0.082182,0
1778820797.371072,00:0C:29:3B:5C:02,00:25:9C:0E:9B:06,2048,6,193.137.60.134,192.168.57.174,64882,110,512,32,0.230594,1.280447,34,17408,0.197455,0.1,0.88344,0.003766,0.780977,0.200405,0.074173,0
1778820306.3728385,08:00:27:4A:6B:03,00:50:56:2D:7E:04,2048,6,172.18.241.205,172.19.122.167,61484,443,512,64,0.018618,1.387123,18,9216,0.151608,1.334594,0.688909,0.102847,9.621306,0.587843,0.052745,0
1778820708.9396007,13:d3:91:b4:26:b4,08:00:27:4A:6B:03,2048,6,4.87.100.30,172.16.0.1,63225,8684,512,128,0.036629,0.452551,7,3584,0.356072,20.841033,3.366307,1.347377,46.052317,0.851013,0.658839,1
1778820200.3390663,30:dd:7f:f6:b1:c5,00:1B:21:1F:8A:05,2048,6,3.80.240.219,172.26.123.85,61559,53,512,32,0.048375,1.936517,10,5120,0.34988,0.1,1.54394,0.019365,0.516391,0.883736,0.117706,0
1778820336.0719419,13:28:56:6f:60:2d,99:07:8b:3e:a0:e9,2048,6,10.0.3.178,133.213.47.167,54381,920,64,64,0.012822,0.882943,1,64,0.33536,0.1,3.822377,0.088294,1.0,0.935612,0.388471,0
1778820255.1770258,00:1A:2B:3C:4D:01,70:2c:78:b9:01:68,2048,6,192.168.242.246,10.0.1.16,58808,22,512,32,0.510577,2.435634,26,13312,0.30648,0.1,1.553159,0.009368,0.410571,0.361325,0.063852,0
1778820698.1127985,83:3d:fb:59:4a:4c,08:00:27:d6:eb:4a,2048,6,54.247.126.136,172.28.90.62,54322,80,64,64,0.10825,1.77607,39,2496,0.324372,8.311872,0.554523,0.378525,46.799235,0.254446,0.016193,0
1778821377.1343899,00:1B:21:b7:93:3f,f3:df:57:ce:c2:ec,2048,6,145.70.184.125,86.172.33.68,51287,8080,1500,128,0.004463,17.058365,121,181500,0.536542,0.1,0.662019,0.014098,0.058622,0.016714,0.0476,0
1778820214.8734803,59:6b:0a:57:b9:e0,00:1B:21:1F:8A:05,2048,17,102.239.109.101,10.0.4.52,58769,53,128,64,0.013605,0.034323,1,128,0.01,5.364841,1.897444,0.184138,53.648412,0.924696,0.014105,0
1778821709.2069342,00:25:9C:0E:9B:06,00:50:56:2D:7E:04,2048,17,192.46.56.63,159.205.204.175,56578,53,64,128,0.045459,0.194724,1,64,0.222383,0.1,2.602951,0.019472,1.0,0.424239,0.010254,0
1778821289.8891802,e4:ed:db:6c:aa:f1,00:0C:29:d1:18:bf,2048,17,192.168.76.57,17.45.209.183,54617,53,256,128,0.252135,0.081081,1,256,0.12552,0.1,0.298164,0.008108,1.0,0.427733,0.132764,0
